Diet,Fold Change HF/CD,CD,HF
Carhsp1,-0.679533611,14.27344,14.06888
Nadsyn1,-0.680197997,14.25379,14.04903
Snx9,-0.681294233,13.0262,12.82111
Arfgef2,-0.683054855,13.75868,13.55306
Hras1,-0.683652802,13.72248,13.51668
Smad9,-0.684350407,12.74934,12.54333
Zfand6,-0.68604459,12.02053,11.81401
Hspe1,-0.687074388,20.28595,20.07912
Map2k2,-0.687240484,14.84732,14.64044
Snrnp200,-0.687340142,14.6633,14.45639
Nop16,-0.68883501,14.69556,14.4882
Etnk2,-0.688934668,13.61472,13.40733
Exosc6,-0.689133983,13.23167,13.02422
Tmpo,-0.68973193,14.89023,14.6826
Dmgdh,-0.690130562,18.43757,18.22982
Ndufaf4,-0.690994263,11.58939,11.38138
Mbl2,-0.691293237,15.57936,15.37126
Hsd17b13,-0.691359675,17.71494,17.50682
Auh,-0.691691868,15.39756,15.18934
Ssrp1,-0.695412427,14.61884,14.4095
Tpd52,-0.6976049,13.71984,13.50984
Nasp,-0.698867233,12.94778,12.7374
Krt19,-0.699564838,13.27437,13.06378
Abhd11,-0.699963469,14.25271,14.042
Tmem167,-0.701225802,11.83266,11.62157
Hibch,-0.702122722,16.13684,15.92548
Mtx2,-0.707138834,14.67838,14.46551
Cyp2c55,-0.708567263,13.3969,13.1836
Mpi,-0.711091928,13.64374,13.42968
Pak2,-0.712453919,14.42621,14.21174
Eif1,-0.712553576,13.9214,13.7069
Rprd1b,-0.713948786,13.55466,13.33974
Cyp3a13,-0.715742627,17.51399,17.29853
Amy2a2,-0.7206923,13.97354,13.75659
X11.Sep,-0.720891616,13.4746,13.25759
Tardbp,-0.724147105,15.05414,14.83615
Stxbp3a,-0.724977587,14.13079,13.91255
Dync1i2,-0.727701568,13.97982,13.76076
Capn1,-0.728266296,13.63951,13.42028
Pdap1,-0.728332735,14.723,14.50375
Pid1,-0.730093357,13.48993,13.27015
Fam3c,-0.733116311,12.6048,12.38411
Txndc5,-0.733282408,15.62062,15.39988
Krt222,-0.73454474,14.89498,14.67386
Arfgef1,-0.734677617,12.05471,11.83355
Strap,-0.736106047,14.73598,14.51439
Mocos,-0.736537897,14.702,14.48028
Anxa6,-0.736803651,17.01106,16.78926
Pgd,-0.739062563,16.12487,15.90239
Pisd,-0.742251614,12.27857,12.05513
Atp6v1a,-0.742384491,18.52857,18.30509
Lace1,-0.745806077,12.54929,12.32478
Prrc1,-0.746237927,14.52463,14.29999
Hnrnpl,-0.747932111,15.62773,15.40258
Ppap2b,-0.748463619,12.9007,12.67539
Asrgl1,-0.74889547,14.04939,13.82395
Atg5,-0.749260882,12.96995,12.7444
Hcfc1,-0.749593075,14.0359,13.81025
Tbc1d9b,-0.749626294,12.51953,12.29387
Pacsin2,-0.751054723,14.91806,14.69197
Dctn1,-0.751420135,13.84545,13.61925
Nfic,-0.754974598,13.05436,12.82709
Mrps27,-0.755439668,13.16186,12.93445
Psat1,-0.757266729,13.6313,13.40334
Atp1a2,-0.757897895,15.23895,15.0108
Vta1,-0.758628719,16.68351,16.45514
Mfn2,-0.76042256,13.5828,13.35389
Slirp,-0.760787972,12.85471,12.62569
Top2b,-0.761120165,14.66823,14.43911
Bhmt2,-0.76460819,22.27444,22.04427
Timm8b,-0.764707847,14.98849,14.75829
Col14a1,-0.764873944,13.99729,13.76704
Mospd2,-0.765870522,13.8967,13.66615
Mrpl41,-0.766402031,13.11244,12.88173
Mybbp1a,-0.766534908,14.35912,14.12837
Mb,-0.766568127,12.35371,12.12295
Prdx1,-0.769989713,20.73066,20.49887
H2afz,-0.7715178,15.72361,15.49136
Dhcr7,-0.776301376,16.19678,15.96309
Fubp1,-0.776965762,14.59095,14.35706
Dctn3,-0.780387348,14.12817,13.89325
Acot7,-0.78121783,14.34583,14.11066
Rps3a,-0.78583531,18.0929,17.85634
Tpp2,-0.786499696,14.97871,14.74195
Ube2l3,-0.789157238,15.27825,15.04069
Dera,-0.790486009,14.86819,14.63023
Ube2v2,-0.79091786,15.95417,15.71608
Eif4a2,-0.791150395,17.25692,17.01876
B4galt5,-0.791549026,12.95865,12.72037
Arl3,-0.792146974,14.4418,14.20334
Ifi30,-0.793409306,12.43658,12.19774
Mrpl15,-0.793542183,13.75549,13.51661
Rps27l,-0.793974034,15.08119,14.84218
Anp32b,-0.794106911,15.10984,14.87079
Napa,-0.795767875,15.19811,14.95856
Lasp1,-0.795767875,15.9097,15.67015
Ruvbl1,-0.798026786,14.34376,14.10353
Mrps10,-0.798624733,13.27495,13.03454
Helz2,-0.799887066,13.05083,12.81004
Igj,-0.800019943,13.3865,13.14567
Cyp2a4,-0.800717548,15.61934,15.3783
Ahcyl1,-0.801116179,14.37644,14.13528
Gspt1,-0.803574406,14.63046,14.38856
Akr1c6,-0.805102493,20.12948,19.88712
Hacl1,-0.805833317,18.01829,17.77571
Ptms,-0.805833317,18.14734,17.90476
Myo18a,-0.807726816,13.58572,13.34257
Pds5a,-0.807992571,13.35098,13.10775
Xrn2,-0.808391202,13.87009,13.62674
Bag6,-0.80849086,13.95621,13.71283
Enpp4,-0.813739506,12.79404,12.54908
Atad3a,-0.814370672,15.16871,14.92356
Myo5b,-0.814868962,11.81192,11.56662
Sult1a1,-0.8149354,18.71096,18.46564
Eif2a,-0.816994996,14.26165,14.01571
Tcea1,-0.81772582,15.04905,14.80289
Ckap5,-0.820150827,12.53319,12.2863
Pebp1,-0.822442958,18.44582,18.19824
Glrx3,-0.822609054,15.57804,15.33041
Cnn2,-0.825200158,13.3551,13.10669
Dcaf11,-0.825233377,15.19423,14.94581
Fermt3,-0.826163517,13.82115,13.57245
Cdipt,-0.827625166,14.16667,13.91753
Camk2d,-0.82835599,15.03739,14.78803
Dpm1,-0.829020375,13.04214,12.79258
U2af1,-0.829352568,14.02952,13.77986
Top2a,-0.829585103,13.45334,13.20361
Clpp,-0.830714559,14.81994,14.56987
Psmc3,-0.833139566,15.19228,14.94148
Ndrg1,-0.83340532,13.15567,12.90479
Sult1d1,-0.833803952,17.01099,16.75999
Endog,-0.834269022,15.59633,15.34519
Pdxdc1,-0.835464916,14.63376,14.38226
Lman2,-0.836228959,20.04118,19.78945
Pld3,-0.836428275,14.3404,14.08861
Psma8,-0.837889923,12.9112,12.65897
Dhcr24,-0.8380228,14.76626,14.51399
Isyna1,-0.838587528,13.98934,13.7369
Rnmt,-0.841145413,12.9266,12.67339
Gcat,-0.842341307,15.59714,15.34357
Ppih,-0.847656392,13.40864,13.15347
Mars,-0.847689611,15.52384,15.26866
Nhlrc2,-0.8481879,14.57073,14.3154
Marcksl1,-0.848951944,12.57808,12.32252
Myl9,-0.849848865,16.28478,16.02895
Apeh,-0.851609486,16.43474,16.17838
Vps4b,-0.852805381,14.19796,13.94124
Birc6,-0.854566002,12.03912,11.78187
Ces1d,-0.856592379,19.05226,18.7944
Csrp2,-0.856924571,11.85401,11.59605
Hnrnpdl,-0.857157106,15.59029,15.33226
Agt,-0.860113622,13.56038,13.30146
Nup62,-0.860279719,12.68966,12.43069
Rnaset2b,-0.860346157,14.01032,13.75133
Cacybp,-0.862904042,14.56263,14.30287
Bop1,-0.863335893,13.59195,13.33206
Hsd17b2,-0.863767743,15.84263,15.58261
Larp4,-0.863800963,14.15007,13.89004
Hadh,-0.86486398,20.31566,20.05531
Acot9,-0.866524944,13.63858,13.37773
Cobll1,-0.866657821,14.26598,14.00509
Bin1,-0.868817074,12.48899,12.22745
Prdx3,-0.872371537,18.31873,18.05612
Snrpn,-0.874763325,14.85864,14.59531
Lamtor4,-0.875926,12.70806,12.44438
Nup35,-0.876889359,13.1386,12.87463
Ireb2,-0.8786832,16.77125,16.50674
Inmt,-0.880277726,18.24189,17.9769
Safb2,-0.881706155,13.87902,13.6136
Dnm1l,-0.884031505,14.50282,14.2367
Mvd,-0.884994864,12.99986,12.73345
Lyn,-0.889612344,13.18286,12.91506
BC017643,-0.891705159,11.66417,11.39574
H2afx,-0.893399342,20.77123,20.50229
Sod2,-0.894728113,17.78339,17.51405
Mcee,-0.895591814,15.2924,15.0228
Mfn1,-0.895957226,13.2042,12.93449
Grb14,-0.896222981,11.6952,11.42541
Alg2,-0.898016822,13.33607,13.06574
Cmbl,-0.898050041,16.85833,16.58799
Cbr3,-0.899611347,17.75999,17.48918
Msra,-0.899611347,17.07414,16.80333
Nampt,-0.899677786,16.10977,15.83894
Plec,-0.901106215,15.17438,14.90312
Sfxn3,-0.90180382,15.17117,14.8997
Psmb9,-0.903564442,14.95482,14.68282
Fkbp11,-0.905092529,12.64688,12.37442
Lims1,-0.906188765,16.14636,15.87357
Acaa2,-0.908082264,20.79454,20.52118
Gstm6,-0.908879527,15.59028,15.31668
Rmnd1,-0.909444255,12.90313,12.62936
Etf1,-0.909610351,15.2445,14.97068
Chmp4b,-0.910706587,14.13273,13.85858
Vamp7,-0.911171657,13.07653,12.80224
Pdcd4,-0.913895638,14.82585,14.55074
Sirt5,-0.915290848,14.51997,14.24444
Asph,-0.91891175,14.54381,14.26719
Cyb5b,-0.921336757,16.32052,16.04317
Anp32a,-0.922100801,15.70446,15.42688
Eif3i,-0.922565871,14.80774,14.53002
Nmral1,-0.924027519,14.44595,14.16779
Ezr,-0.924725124,14.87376,14.59539
Urad,-0.927615201,15.82213,15.54289
Cyth3,-0.927847736,12.66407,12.38476
Vasp,-0.928777876,13.89137,13.61178
Rsu1,-0.928844315,14.07546,13.79585
Fabp5,-0.934524812,14.58715,14.30583
Cpsf3l,-0.934823785,11.64334,11.36193
Gsto2,-0.936019679,14.89639,14.61462
Metap2,-0.937248793,13.865,13.58286
Pipox,-0.938843318,18.00963,17.72701
Plbd1,-0.939109072,14.11656,13.83386
Fdx1,-0.944025526,17.06176,16.77758
Rhog,-0.944125184,14.10362,13.81941
Hnrnpa0,-0.9443245,14.46819,14.18392
Coq6,-0.946284437,13.96124,13.67638
S100a9,-0.946649849,15.58335,15.29838
Crmp1,-0.948111498,15.08859,14.80318
Khsrp,-0.949274172,15.38623,15.10047
Ehd3,-0.950071435,14.54053,14.25453
Baat,-0.95030397,16.7058,16.41973
Slc25a45,-0.951134452,13.51149,13.22517
Pik3ap1,-0.952762197,12.99473,12.70792
Psmb1,-0.953858433,16.3302,16.04306
Nif3l1,-0.954124187,13.86176,13.57454
Eps15,-0.955021108,11.71714,11.42965
Brox,-0.958110501,13.6794,13.39098
Lamtor1,-0.959472492,13.7352,13.44637
Vcl,-0.962628323,15.91174,15.62196
Myo1e,-0.963325928,13.55123,13.26124
Lgals1,-0.96369134,15.887,15.5969
Anp32.ps,-0.964388945,16.42106,16.13075
Atp6v1e1,-0.965451962,14.404,14.11337
Srsf1,-0.968740671,15.44719,15.15557
Abcb10,-0.97063417,13.49166,13.19947
Mcts1,-0.970700609,14.04966,13.75745
Sdhaf2,-0.971398214,11.76244,11.47002
Puf60,-0.971796845,14.17456,13.88202
Idnk,-0.972726985,14.17486,13.88204
Enpp1,-0.974022537,14.47644,14.18323
Trnt1,-0.974554045,13.39167,13.0983
Pla2g6,-0.975982474,13.2188,12.925
Sall2,-0.976480763,14.12604,13.83209
Gns,-0.976879395,13.97227,13.6782
Abcb1b,-0.977510561,14.22102,13.92676
Ppp6r1,-0.979071867,12.6207,12.32597
Mrvi1,-0.979669814,15.85503,15.56012
Cndp2,-0.9830914,16.31986,16.02392
Sc4mol,-0.98355647,11.27071,10.97463
Fermt2,-0.984818803,14.49363,14.19717
Ddx42,-0.986911618,14.43773,14.14064
Pld4,-0.987376688,13.71321,13.41598
Rab8a,-0.988472924,14.53693,14.23937
Dlg1,-0.988937994,14.82372,14.52602
Aprt,-0.989735257,14.99926,14.70132
Myof,-0.990233546,14.32455,14.02646
Fdxr,-0.99282465,14.74924,14.45037
Fcgrt,-0.993588693,14.93878,14.63968
Abhd5,-0.996179797,12.64965,12.34977
Vars,-0.997575007,15.80692,15.50662
Aldoc,-0.997641445,14.93652,14.6362
Eif3h,-0.997807542,14.93649,14.63612
Cotl1,-0.99883734,15.24387,14.94319
Rpl22,-0.999069875,17.76265,17.4619
Vwa5a,-0.999368848,15.8928,15.59196
Aldh1l1,-1.000896935,20.01637,19.71507
Vwa8,-1.001660978,17.46397,17.16244
Csnk1a1,-1.003189065,12.41774,12.11575
Tfrc,-1.003288723,14.34254,14.04052
Mesdc2,-1.005680511,12.92077,12.61803
Ola1,-1.005913046,15.09927,14.79646
Eif3f,-1.006178801,15.04883,14.74594
Ap1g1,-1.008637027,14.70123,14.3976
Chrac1,-1.010397649,12.77509,12.47093
Clic1,-1.011427447,15.44895,15.14448
Taok1,-1.012789438,13.40173,13.09685
Grb7,-1.015380541,13.28667,12.98101
Athl1,-1.022622345,12.21118,11.90334
Serf2,-1.025014133,12.83048,12.52192
Clu,-1.025213449,16.56442,16.2558
Papss2,-1.025778176,16.75398,16.44519
Cpox,-1.026741536,16.12095,15.81187
Alcam,-1.027073728,13.95331,13.64413
Tbcel,-1.029897367,13.94417,13.63414
Actr1a,-1.030262779,14.17936,13.86922
Palb2,-1.030893946,13.93714,13.62681
FAM49B,-1.034647724,14.15755,13.84609
Usp14,-1.037936433,15.65598,15.34353
Pctp,-1.038667257,14.44702,14.13435
Otub1,-1.039364862,15.71544,15.40256
Mat2b,-1.042088843,14.4807,14.167
Arpc4,-1.042620352,16.96242,16.64856
Timm13,-1.045975499,16.3228,16.00793
Sil1,-1.047370709,11.5636,11.24831
Srp14,-1.049961813,14.46568,14.14961
Sphk2,-1.052951548,13.27317,12.9562
Qdpr,-1.061721438,18.17099,17.85138
Cyp2j6,-1.068365295,16.59817,16.27656
Cdk5rap3,-1.072883117,14.08211,13.75914
Ckb,-1.076105387,14.62076,14.29682
Nt5e,-1.077002308,13.12615,12.80194
Tnks1bp1,-1.079593412,13.96802,13.64303
Dtx3l,-1.08334719,14.18011,13.85399
Ndufaf2,-1.083978357,13.19621,12.8699
Hcls1,-1.08520747,12.63855,12.31187
AI597468,-1.085506444,12.14571,11.81894
Hint1,-1.085805417,18.29406,17.9672
Ilvbl,-1.085871856,13.04481,12.71793
Thnsl2,-1.086469803,15.21717,14.89011
Trf,-1.087399943,18.91471,18.58737
Slc9a3r1,-1.087765355,16.6362,16.30875
Uba5,-1.091319818,14.26551,13.93699
Acss2,-1.096900657,16.07004,15.73984
Rplp1,-1.097166411,18.00903,17.67875
Prcp,-1.099425322,13.30471,12.97375
Clpx,-1.102182523,15.49397,15.16218
Dhx36,-1.105238696,12.71737,12.38466
Uqcrb,-1.106069178,16.54686,16.2139
Clns1a,-1.106733564,13.54305,13.20989
Arpc3,-1.110487343,16.1902,15.85591
Uba3,-1.116566471,13.68349,13.34737
Gstt2,-1.116865445,16.3177,15.98149
Rabggta,-1.119589426,13.77134,13.43431
Ctsl,-1.12261238,13.47932,13.14138
Ccdc109a,-1.124572318,11.80362,11.46509
Gnas,-1.12865829,14.74585,14.40609
Thbs1,-1.130618227,13.80604,13.46569
Wars,-1.139022705,14.73013,14.38725
Eps15l1,-1.141049081,14.48479,14.1413
Rbm14,-1.143009019,14.30913,13.96505
Anxa3,-1.146297728,15.16997,14.8249
Ano6,-1.147423861,8.723029,8.37762
Cul3,-1.148456981,13.47888,13.13316
Cap1,-1.148656297,15.92335,15.57757
Mapk3,-1.15171247,14.29792,13.95122
Cnbp,-1.153639189,15.21918,14.8719
Nsun2,-1.157592283,14.25442,13.90595
Chmp3,-1.159352905,13.12165,12.77265
Pgls,-1.159751536,16.9109,16.56178
As3mt,-1.160382703,15.66441,15.3151
AU022252,-1.162176544,14.36458,14.01473
Rbm39,-1.163671412,15.26643,14.91613
Commd5,-1.163870727,12.45758,12.10722
Krt7,-1.163937166,14.23344,13.88306
Abca6,-1.165332376,14.74549,14.39469
Cdc37,-1.165498472,14.92778,14.57693
Rdh11,-1.167857041,14.63976,14.2882
Pigs,-1.169086154,12.9512,12.59927
COX3,-1.170979653,13.37706,13.02456
Stard9,-1.176859466,11.70915,11.35488
Naa16,-1.178321115,11.93804,11.58333
Akr1b3,-1.182506744,15.26658,14.91061
Abcb7,-1.184898532,14.36134,14.00465
Ddx1,-1.185263944,15.35773,15.00093
Acot3,-1.186160865,14.68071,14.32364
Psme2,-1.186559496,15.96538,15.60819
Armc1,-1.188120802,13.29221,12.93455
Apob,-1.189549231,15.80668,15.44859
Rgn,-1.195561921,21.48361,21.12371
Hrg,-1.196658158,15.08076,14.72053
Ppp2r4,-1.197588297,14.9145,14.55399
Fip1l1,-1.198917069,13.28423,12.92332
Atp6v1h,-1.204730443,13.36819,13.00553
Glyr1,-1.206856477,12.90492,12.54162
Steap3,-1.21041094,14.6216,14.25723
X15.Sep,-1.210577036,13.18806,12.82364
Vps13c,-1.211739711,13.02331,12.65854
Man2b1,-1.213400675,13.94882,13.58355
Polr1c,-1.214197938,12.98183,12.61632
Ik,-1.219214049,14.02393,13.65691
Xpnpep3,-1.221007891,13.23674,12.86918
Ptbp1,-1.222137346,16.03826,15.67036
Srsf9,-1.222569197,14.29652,13.92849
Adssl1,-1.224064064,13.79327,13.42479
Hnrnpa2b1,-1.224196942,17.64888,17.28036
Ubqln1,-1.225492493,13.29869,12.92978
Ptcd3,-1.228548667,14.55282,14.18299
Rps7,-1.229146614,17.34024,16.97023
Ces2c,-1.235624374,15.63663,15.26467
Prkaa1,-1.237252119,12.3529,11.98045
Ppid,-1.23904596,15.24752,14.87453
Dnajc10,-1.242467546,11.64804,11.27402
Tmsb4x,-1.242500765,14.83114,14.45711
Pcnp,-1.247583315,14.30911,13.93355
Rod1,-1.249875446,16.63122,16.25497
Sf3b3,-1.251370313,15.41573,15.03903
Cyp51,-1.253330251,15.5547,15.17741
Snap29,-1.255389846,12.81504,12.43713
Erbb3,-1.260837808,14.77732,14.39777
Dnmt1,-1.260871028,14.66613,14.28657
Pir,-1.261269659,14.07927,13.69959
Itih2,-1.264824122,14.9791,14.59835
Hat1,-1.266983375,13.65911,13.27771
Dhtkd1,-1.267780638,15.36864,14.987
Cth,-1.268046392,18.67401,18.29229
Nubp2,-1.268046392,14.00024,13.61852
Rdh13,-1.269375164,12.93662,12.5545
Rab43,-1.269840234,12.12397,11.74171
S100a11,-1.271002908,13.60849,13.22588
Scpep1,-1.271202224,15.01526,14.63259
Mrps2,-1.277347791,14.2503,13.86578
Nap1l4,-1.277513887,14.35531,13.97074
Atp6v1c1,-1.277912519,12.9876,12.60291
Cox7a2l,-1.292695099,13.20218,12.81304
Ctbp1,-1.293758116,12.76395,12.37449
Etnppl,-1.296216343,14.63576,14.24556
Nln,-1.298873885,14.78366,14.39266
Hbb.b1,-1.305550961,20.90273,20.50972
Exoc2,-1.308607134,10.57145,10.17752
Acot8,-1.308972547,13.95063,13.55659
Sgpl1,-1.321031145,14.75028,14.35261
Clic6,-1.323323276,13.76453,13.36617
Snf8,-1.326412669,12.69488,12.29559
Oplah,-1.329535281,17.07897,16.67874
Pfkl,-1.330797614,15.66378,15.26317
Gba,-1.33189385,12.779,12.37806
Orm1,-1.333887007,13.95326,13.55172
Atp13a1,-1.3342192,14.2439,13.84226
Psmb8,-1.336876743,15.76385,15.36141
Nomo1,-1.337939759,15.20235,14.79959
Ppm1f,-1.339866478,13.97095,13.56761
Stard5,-1.341693538,14.63435,14.23046
Slc44a1,-1.34209217,12.85648,12.45247
Arhgdib,-1.344317861,15.04086,14.63618
Bche,-1.348603149,14.70063,14.29466
Triobp,-1.349234315,13.83465,13.42849
BC026590,-1.354482961,13.88422,13.47648
Drd5,-1.357505916,16.86408,16.45543
Hspbp1,-1.357970986,13.13768,12.72889
Dpysl3,-1.358103863,13.12818,12.71935
Ap3d1,-1.35870181,13.79863,13.38962
Sar1a,-1.36099394,13.1301,12.7204
Tenc1,-1.36145901,14.76477,14.35493
Srsf2,-1.367372042,16.1309,15.71928
Dynlrb1,-1.368700814,15.30231,14.89029
Mrpl23,-1.369066226,13.07051,12.65838
Exosc3,-1.373550829,13.47023,13.05675
Setd3,-1.379762834,13.66926,13.25391
Nt5dc1,-1.381224483,12.25086,11.83507
Fam160b1,-1.384214218,13.15584,12.73915
Rps24,-1.384446753,16.19471,15.77795
Papss1,-1.385542989,11.4241,11.00701
Htatip2,-1.391356363,14.7134,14.29456
Mta3,-1.393947467,12.88085,12.46123
Stxbp2,-1.399926938,13.78456,13.36314
Slc3a2,-1.400259131,14.66714,14.24562
Sh3glb1,-1.400624543,13.38743,12.9658
Kif5b,-1.403880032,15.84975,15.42714
Plbd2,-1.405275242,13.49924,13.07621
Xpo5,-1.405341681,12.78652,12.36347
Txnrd2,-1.40952731,14.58014,14.15583
Eps8l2,-1.409726626,14.46575,14.04138
Rps28,-1.412151633,17.65203,17.22693
Tmem43,-1.421884882,12.62345,12.19542
Lsm1,-1.425372907,12.77291,12.34383
Cope,-1.43633527,14.76031,14.32793
Tprkb,-1.436999655,13.98254,13.54996
Herc4,-1.446799343,13.03974,12.60421
Snrpg,-1.447297632,13.82823,13.39255
Ppm1g,-1.448128114,13.6498,13.21387
Ecm1,-1.452313744,15.15705,14.71986
Gsto1,-1.452645937,17.75689,17.3196
Zyx,-1.454041146,13.14578,12.70807
Stx5a,-1.454207243,13.93342,13.49566
Hist3h2bb.ps,-1.460386029,21.19,20.75038
Bzw2,-1.463774396,13.58856,13.14792
Msn,-1.463874054,15.556,15.11533
Ndufs5,-1.46958777,15.15282,14.71043
F9,-1.471248734,14.89255,14.44966
Nrbp1,-1.477992248,11.90962,11.4647
Scly,-1.483872061,15.315,14.86831
Cd44,-1.488456321,14.22776,13.77969
Rtn4ip1,-1.488888172,14.59785,14.14965
Myo1c,-1.491944346,14.84853,14.39941
Tap2,-1.494302915,14.3422,13.89237
Akt1s1,-1.494967301,13.47531,13.02528
Myo1b,-1.496628265,14.94516,14.49463
Lss,-1.497259431,14.59449,14.14377
Tat,-1.510414266,14.46643,14.01175
Helz,-1.517290657,15.90729,15.45054
Tpm3,-1.520280393,15.85072,15.39307
Srsf10,-1.520512928,13.85155,13.39383
Pdhx,-1.531309194,15.43478,14.97381
Zfp259,-1.5328705,14.20171,13.74027
Ube2t,-1.534597903,14.57672,14.11476
Tbc1d15,-1.535561262,13.36938,12.90713
Nudt19,-1.537720515,14.61446,14.15156
Csda,-1.537919831,15.7321,15.26914
H2.T3,-1.538218804,13.03734,12.57429
Cyp1a2,-1.540577373,15.57729,15.11353
Mug1,-1.54582602,17.23155,16.76621
Rqcd1,-1.548450343,16.79065,16.32452
Uba1,-1.553865086,17.86573,17.39797
Upb1,-1.556788382,15.64221,15.17357
Pnp,-1.558980855,17.24508,16.77578
Ccdc25,-1.559778118,18.6334,18.16386
Actn2,-1.562336002,14.93966,14.46935
Larp1,-1.566189439,14.2323,13.76083
X2.Sep,-1.568714104,14.77776,14.30553
Fech,-1.56984356,15.56773,15.09516
Inf2,-1.577151802,10.71902,10.24425
Ipo4,-1.582334009,12.28925,11.81292
Serbp1,-1.584493263,15.34978,14.8728
Rpa3,-1.584592921,14.45111,13.9741
Adh4,-1.591768285,15.81151,15.33234
Minpp1,-1.595090213,12.2242,11.74403
Eef1a2,-1.595455625,21.2399,20.75962
Bud31,-1.59984057,11.05913,10.57753
Stmn1,-1.600139544,13.12996,12.64827
Gsta4,-1.604889901,17.07883,16.59571
Mif,-1.608245049,19.22988,18.74575
Vcpip1,-1.610869372,13.24605,12.76113
Umps,-1.613061844,14.43237,13.94679
Tap1,-1.617513228,14.05622,13.5693
Erc1,-1.618642684,14.06606,13.5788
Ccl21c,-1.62063584,18.14296,17.6551
Ctsh,-1.623559137,15.58665,15.09791
Itih3,-1.623625576,13.84983,13.36107
Kdsr,-1.625319759,12.31308,11.82381
Hba.a2,-1.631930396,21.37878,20.88752
Eftud1,-1.634089649,13.5196,13.02769
Dek,-1.635484859,14.85269,14.36036
H2.T23,-1.637478016,13.105,12.61207
Sfxn1,-1.638541033,16.65816,16.16491
Amy1,-1.644121872,13.75916,13.26423
Ywhae,-1.647742774,16.95263,16.45661
Uggt1,-1.649503396,15.73732,15.24077
Kng1,-1.661628433,16.18364,15.68344
Cul4b,-1.661993845,13.77822,13.27791
AI314180,-1.678703143,13.86833,13.36299
Pip4k2b,-1.679068556,12.80796,12.30251
Ube3a,-1.681094932,12.53122,12.02516
Sprr1a,-1.682888773,14.7718,14.2652
Tpm1,-1.687340157,14.90794,14.4
Fggy,-1.694316206,15.28684,14.7768
Hnrnpf,-1.700295676,16.44934,15.9375
Lzic,-1.706906313,14.027,13.51317
G6pdx,-1.713251196,13.7851,13.26936
Acads,-1.715211133,18.01532,17.49899
Car1,-1.720227245,14.64716,14.12932
Nudcd1,-1.723117322,10.75783,10.23912
Cyp7a1,-1.725907742,13.65361,13.13406
Ipo5,-1.73291701,14.34463,13.82297
Gstm7,-1.741321488,21.06239,20.5382
Mrpl39,-1.750191036,13.32444,12.79758
S100a8,-1.754808516,14.23391,13.70566
Fen1,-1.758927707,14.58094,14.05145
Ethe1,-1.762847582,16.94229,16.41162
Acta1,-1.76527259,20.92918,20.39778
Cyp3a16,-1.76985685,16.25827,15.72549
Gstm1,-1.771816788,20.82664,20.29327
Lum,-1.772746928,15.94601,15.41236
Bub3,-1.78929013,14.19619,13.65756
Ncbp1,-1.80085044,10.83979,10.29768
Lsm2,-1.817061449,14.13824,13.59125
Serpinb1a,-1.817792273,14.51449,13.96728
Retsat,-1.820383377,14.73458,14.18659
Huwe1,-1.829352583,12.81738,12.26669
Vtn,-1.836694044,14.68184,14.12894
Atg3,-1.838288569,14.43272,13.87934
Pgk2,-1.838753639,15.00154,14.44802
Mpp6,-1.839384805,15.43507,14.88136
Slc25a4,-1.84702524,13.49443,12.93842
Ak4,-1.849483467,15.23515,14.6784
Gmfg,-1.850347168,14.57129,14.01428
Ctsz,-1.8507458,15.89284,15.33571
Acp6,-1.855728692,15.00095,14.44232
Metap1d,-1.858186918,14.20465,13.64528
Abcf2,-1.864797555,13.24008,12.67872
Ugdh,-1.873168814,17.19771,16.63383
Pigy,-1.877188347,12.65991,12.09482
Epb4.1l4b,-1.886888377,11.4946,10.92659
Nnt,-1.891040787,16.44767,15.87841
Cyp2c38,-1.89137298,12.11884,11.54948
Psme1,-1.908348033,17.28873,16.71426
Fam129a,-1.911603522,12.46267,11.88722
Lrp1,-1.915922029,15.63296,15.05621
Mrrf,-1.922167254,14.08814,13.50951
Gnmt,-1.922399789,20.39833,19.81963
Creg1,-1.931966941,15.13105,14.54947
Dync1h1,-1.932299134,15.97597,15.39429
Txn1,-1.936385106,18.55475,17.97184
Acy1,-1.943394374,15.8969,15.31188
Fabp1,-1.948476924,23.05515,22.4686
Myl1,-1.951699194,15.6801,15.09258
Slc39a7,-1.952762211,12.90864,12.3208
Nup155,-1.955751947,13.88195,13.29321
Fth1,-1.98515101,14.98063,14.38304
Ahsa2,-1.99302398,15.75188,15.15192
Mpo,-1.993887681,12.84018,12.23996
Fam114a2,-1.999734275,12.0944,11.49242
Cyp1a1,-2.000664414,14.82632,14.22406
Ftl2,-2.000697634,14.3725,13.77023
Atox1,-2.001860309,16.30369,15.70107
Slc25a21,-2.005149017,14.51043,13.90682
Gosr2,-2.019001458,13.67979,13.07201
Gm2a,-2.020795299,14.18245,13.57413
Abhd15,-2.043251533,12.63941,12.02433
Slco1a1,-2.060558778,13.6545,13.03421
Igha,-2.063149882,12.67367,12.0526
Prpsap1,-2.063382417,14.46822,13.84708
Hyi,-2.070491343,15.64909,15.02581
Srpk2,-2.074411218,14.60576,13.9813
Nisch,-2.088695509,12.58901,11.96025
Eno2,-2.100986643,19.2123,18.57984
Tsn,-2.116234293,14.96601,14.32896
Hbb.y,-2.120353484,23.01068,22.37239
Cdc42,-2.127562068,14.89791,14.25745
Esrrb,-2.128850976,10.042465,9.401617
Arf1,-2.136564493,14.66697,14.0238
