Diet,Fold Change HF/CD,CD,HF
Ctsc,-0.784107908,15.45204,15.216
Gm20865,-0.783945133,3.720741,3.48475
Gm20865.1,-0.783945133,3.720741,3.48475
Gm20865.2,-0.783945133,3.720741,3.48475
Asns,-0.783852119,7.202963,6.967
Dync2li1,-0.783822222,4.848704,4.61275
Ptpn23,-0.78295852,6.199444,5.96375
Me2,-0.782898726,5.705926,5.47025
Pmvk,-0.782480163,10.1663,9.93075
Niacr1,-0.782466875,4.966296,4.73075
Nt5c3l,-0.780869028,9.069815,8.83475
Adgb,-0.78083913,5.065556,4.8305
Clec2h,-0.780467074,5.099444,4.8645
Naa25,-0.779144947,7.511296,7.27675
Ghrl,-0.77911505,4.542037,4.3075
Gm17266,-0.777975628,5.079444,4.84525
Cd83,-0.777915834,6.750926,6.51675
Ppap2a,-0.777483983,8.261296,8.02725
Ccar1,-0.777268058,9.431481,9.1975
Gm10447,-0.776932543,4.40963,4.17575
Mpo,-0.776009047,6.246852,6.01325
Dnalc1,-0.775700108,5.564259,5.33075
Cluap1,-0.775484182,5.079444,4.846
Apaf1,-0.775025756,4.995556,4.76225
Pkn1,-0.774009246,5.105,4.872
Kin,-0.773517601,6.776852,6.544
Cma2,-0.773364792,5.015556,4.78275
Ppp1r12c,-0.77253431,6.845556,6.613
Pcm1,-0.772318385,8.020741,7.78825
Olfr432,-0.772162254,3.644444,3.412
Asf1b,-0.771979548,6.268889,6.0365
Hnrnpa0,-0.771979548,8.848889,8.6165
Nuf2,-0.771487903,5.255741,5.0235
Dhx8,-0.770873346,8.875556,8.6435
Calhm2,-0.769793719,5.911481,5.67975
Bst1,-0.769733925,6.047963,5.81625
Ppp1r2.ps9,-0.769733925,4.342963,4.11125
Lmbr1l,-0.769517999,5.253148,5.0215
Ptprr,-0.769149265,5.352037,5.1205
Gm5643,-0.768594503,8.22037,7.989
H2.M10.5,-0.768534709,5.021852,4.7905
Abtb2,-0.7683819,6.710556,6.47925
Mrgprx1,-0.768348681,5.141296,4.91
Ankrd44,-0.767272376,6.372222,6.14125
Cirh1a,-0.767119567,9.165926,8.935
Pot1b,-0.767026553,6.303148,6.07225
Clock,-0.766833881,11.58759,11.35675
H2.M2,-0.766810628,6.448333,6.2175
Dennd4b,-0.766043263,5.451852,5.22125
Foxj1,-0.766043263,6.436852,6.20625
Gria2,-0.766013365,5.077593,4.847
Krt80,-0.765704426,4.52,4.2895
Arih2,-0.765641309,9.621481,9.391
Hyls1,-0.765458603,9.180926,8.9505
Aqp1,-0.765339014,10.75889,10.5285
Pik3cg,-0.765089869,5.094815,4.8645
Ccdc144b,-0.763183082,5.535741,5.306
Dkk3,-0.762997054,6.240185,6.0105
Mrap2,-0.762997054,6.105185,5.8755
Eci3,-0.762658218,7.963333,7.73375
Fam105a,-0.761860955,5.767593,5.53825
Afmid,-0.76181777,12.89333,12.664
Ncor1,-0.761797838,9.114074,8.88475
Gabpb2,-0.761615132,6.548519,6.31925
Casc1,-0.761581913,4.174259,3.945
Nrf1,-0.761090268,7.156111,6.927
Adck5,-0.760844445,8.022037,7.793
Kif21b,-0.760445814,5.731667,5.50275
Bcl11a,-0.760289683,4.78037,4.5515
Itpka,-0.760259786,4.501111,4.27225
Gm3182,-0.759738243,4.308704,4.08
Mrgprb13,-0.759459201,3.84037,3.61175
Khnyn,-0.758166971,6.176481,5.94825
Armcx2,-0.757891251,3.763148,3.535
Il21r,-0.757831456,4.26463,4.0365
Gabpa,-0.757731798,11.02685,10.79875
Lars,-0.757246797,7.448704,7.22075
Ccdc88c,-0.75718368,6.350185,6.12225
Elmo1,-0.756506007,6.231481,6.00375
Gm21951,-0.756383096,4.509444,4.28175
Chd4,-0.75620039,8.628889,8.40125
Pglyrp1,-0.756014362,4.778333,4.55075
Clec4d,-0.75592467,5.125556,4.898
Gnpda2,-0.755462922,5.416667,5.18925
Cspp1,-0.754815146,8.397222,8.17
Birc6,-0.754416514,9.271852,9.04475
Gm3298,-0.754416514,4.441852,4.21475
Cd47,-0.754210555,12.67704,12.45
Itsn1,-0.754144116,10.26352,10.0365
Ranbp1,-0.753114318,10.08796,9.86125
Hnrpdl,-0.752971475,9.831667,9.605
Rab8b,-0.752785448,8.901111,8.6745
Ms4a13,-0.752725653,3.522593,3.296
Gm10377.1,-0.751556334,4.725741,4.4995
Gpank1,-0.751400203,7.724444,7.49825
Pbk,-0.751154381,5.24037,5.01425
Fzd5,-0.750048179,7.142037,6.91625
Ckap2l,-0.749832253,4.817222,4.5915
Ercc6l2,-0.749493417,8.65537,8.42975
Pprc1,-0.749463519,5.096111,4.8705
Gimap3,-0.749310711,4.554815,4.32925
Il1rl1,-0.749031669,4.386481,4.161
Pld2,-0.748540023,6.848333,6.623
E2f5,-0.748357317,5.897778,5.6725
Mef2d,-0.748078275,8.854444,8.62925
Abcb1b,-0.747158101,5.786667,5.56175
Papolg,-0.746603339,7.165,6.94025
Apbb1,-0.745988783,4.339815,4.11525
Ect2,-0.745158301,5.434815,5.2105
Blm,-0.745035389,6.017778,5.7935
Atg5,-0.74470984,10.22593,10.00175
Adat1,-0.744510525,5.23537,5.01125
Kif4,-0.743836173,4.921667,4.69775
Atp8a1,-0.743713262,7.17963,6.95575
Gtf2f2,-0.743620248,5.301852,5.078
Mphosph9,-0.743467439,5.900556,5.67675
Dgka,-0.7431585,7.612963,7.38925
Ccbl2,-0.742749903,13.60759,13.384
Mtch1,-0.741959284,8.411852,8.1885
Eif5a2,-0.741557331,4.741481,4.51825
Cdc42ep3,-0.741374625,5.760926,5.53775
Atxn2l,-0.740975993,9.385556,9.1625
Ptpn22,-0.740853082,6.048519,5.8255
Prim1,-0.740637156,7.108704,6.88575
Col6a4,-0.739683763,6.231667,6.009
Abcb1a,-0.739560852,7.96963,7.747
Nop58,-0.73943794,8.032593,7.81
Ahcyl2,-0.739222015,5.642778,5.42025
Plaur,-0.738790164,3.928148,3.70575
Ankrd28,-0.738574239,7.908333,7.686
D19Bwg1357e,-0.738364958,10.87352,10.65125
Prf1,-0.737743757,4.433333,4.21125
Dync1h1,-0.737654065,9.855556,9.6335
Mcm5,-0.737315228,4.368704,4.14675
Arhgap10,-0.736913275,5.098333,4.8765
Naip5,-0.736544541,6.417222,6.1955
Plxnb2,-0.736238924,10.39963,10.178
Lsm7,-0.736116012,8.812593,8.591
Olfr1358,-0.73587019,4.733519,4.512
Gm11168,-0.735222414,9.564074,9.34275
Foxm1,-0.734637754,3.908148,3.687
Lin54,-0.734455048,8.847593,8.6265
Adam11,-0.734332137,6.270556,6.0495
Gba2,-0.734146109,6.255,6.034
Kdm6a,-0.734082992,9.761481,9.5405
Qtrtd1,-0.733438538,6.012037,5.79125
Mal,-0.73325251,6.666481,6.44575
Cyp4f41.ps,-0.733099702,5.560185,5.3395
Nfat5,-0.732794084,6.727593,6.507
Bmp2k,-0.732422028,9.026481,8.806
Olfr464,-0.732362234,4.207963,3.9875
Ddx47,-0.731256032,8.92963,8.7095
Mll1,-0.731256032,6.69963,6.4795
Prss51,-0.731192915,6.366111,6.146
Coro1c,-0.730887298,8.613519,8.3935
Cnn2,-0.730455447,5.568889,5.349
Creg1,-0.729993699,15.82,15.60025
Dcp1a,-0.729747876,5.940926,5.72125
Olfml2b,-0.729502053,5.036852,4.81725
Nov,-0.728854278,4.527407,4.308
Lox,-0.72882438,3.738148,3.51875
Gpalpp1,-0.728764585,7.08963,6.87025
Olfr279,-0.728671571,3.496852,3.2775
Fam63b,-0.728179926,7.023704,6.8045
Emb,-0.727565369,5.508519,5.2895
Defb15,-0.72753215,6.529259,6.31025
Hist1h3g,-0.727316225,6.249444,6.0305
Man2a1,-0.727269718,12.93093,12.712
Gm5945,-0.727193313,4.482407,4.2635
LOC100862223,-0.727103621,9.96463,9.74575
Mapkbp1,-0.726887696,3.734815,3.516
Cltc,-0.726871086,14.14556,13.92675
Hdac1,-0.726472455,10.19444,9.97575
Gm10921,-0.725655261,4.369444,4.151
Atp10d,-0.725502452,6.558148,6.33975
Gm8237,-0.725163615,4.591296,4.373
Dmxl2,-0.725073923,7.968519,7.75025
Dnmt1,-0.724366353,6.710556,6.4925
Gm4581,-0.723549158,15.30556,15.08775
Gm8232,-0.723011006,7.033148,6.8155
Mxd1,-0.722366552,7.843704,7.62625
Casp8ap2,-0.721290247,7.73963,7.5225
Nt5dc3,-0.721074322,7.474815,7.25775
LOC101056159.1,-0.721044425,4.630556,4.4135
Dhx38,-0.720582677,7.526667,7.30975
Gm2837,-0.720273737,5.139074,4.92225
Pisd.ps3,-0.719782092,7.930926,7.71425
Gm14420,-0.719363529,12.5963,12.37975
Bcorl1,-0.718798801,6.50963,6.29325
Hist2h2ac,-0.718300512,10.55648,10.34025
Nxpe5,-0.718214142,5.073704,4.8575
Hrh4,-0.717905203,4.561111,4.345
Bcas1,-0.717875305,5.306852,5.09075
Klra7,-0.717689277,5.266296,5.05025
Frg1,-0.71765938,8.422037,8.206
Ptger2,-0.717629482,4.757778,4.54175
Cnot2,-0.717204276,11.78815,11.57225
Cryl1,-0.717167734,6.938889,6.723
Hist4h4,-0.71707472,4.451111,4.23525
Irf5,-0.716519958,5.149444,4.93375
Eml3,-0.71609143,6.744815,6.52925
Nfkb1,-0.716061532,8.320556,8.105
Acss3,-0.715689476,8.729444,8.514
Cma1,-0.714829097,3.815185,3.6
Cdkal1,-0.714812487,10.10593,9.89075
BC029214,-0.714646391,6.81463,6.5995
Gm2825,-0.714430466,4.859815,4.64475
Arid2,-0.714277657,7.633519,7.4185
Fmod,-0.713998615,4.920185,4.70525
Itga5,-0.713261147,5.262963,5.04825
Cxcr4,-0.713138236,5.680926,5.46625
Itpr2,-0.712706385,9.816296,9.60175
Eef1b2,-0.712354261,15.99019,15.77575
Ncl,-0.712154945,10.80463,10.59025
Olfr1133,-0.712032034,4.067593,3.85325
Phf1,-0.71193902,6.974815,6.7605
Gm12942,-0.711477272,6.185926,5.97175
Camsap1,-0.711231449,6.706852,6.49275
BC035044,-0.710799598,5.382222,5.16825
Med4,-0.710307953,7.164074,6.95025
N4bp2,-0.709600382,8.916111,8.7025
Med14,-0.709261546,9.329259,9.11575
Gcnt4,-0.709201751,6.675741,6.46225
Csf1r,-0.709098771,10.89296,10.6795
Cdh26,-0.708892812,4.523148,4.30975
Mrps35,-0.7087699,7.711111,7.49775
Pip5k1c,-0.708617092,6.379815,6.1665
Ahnak,-0.708464283,6.608519,6.39525
Nusap1,-0.708401166,6.07,5.85675
Pmch,-0.707909521,5.181852,4.96875
Hist1h2an,-0.707570684,10.82,10.607
Prss16,-0.707231848,3.313148,3.10025
Lmo1,-0.70649438,5.430926,5.21825
Ndc80,-0.70618544,4.723333,4.51075
Kcnk6,-0.706125645,6.224815,6.01225
Bag4,-0.706032632,7.097037,6.8845
Ncapd2,-0.705879823,3.690741,3.47825
Golgb1,-0.705756911,7.753704,7.54125
Kansl2,-0.705634,8.206667,7.99425
Col17a1,-0.705511089,4.08963,3.87725
Ly9,-0.705447972,7.231111,7.01875
Kif5b,-0.705265266,9.890556,9.67825
Hist1h1a,-0.705049341,6.480741,6.2685
Brd7,-0.704956327,8.242963,8.03075
Gpsm3,-0.704464681,6.689815,6.47775
Rad21,-0.704248756,9.71,9.498
Arhgap4,-0.704095947,5.233704,5.02175
Gm10408,-0.703909919,5.428148,5.21625
Por,-0.703816905,14.53037,14.3185
Gpr31b,-0.703757111,3.466852,3.255
Gm10553,-0.702248955,4.828148,4.61675
Avpr1a,-0.701724091,10.37074,10.1595
Pus3,-0.701448371,5.702407,5.49125
Abca17,-0.701079637,5.291296,5.08025
Lysmd2,-0.700896931,5.085741,4.87475
Cd207,-0.7007408,7.059444,6.8485
Ipcef1,-0.699910318,5.154444,4.94375
Cpne1,-0.699787407,5.817407,5.60675
Abcc1,-0.699295761,5.434259,5.22375
Camk1d,-0.698711102,9.373333,9.163
Impdh2,-0.698003531,9.02537,8.81525
Nipbl,-0.696874076,10.48778,10.278
Cep170,-0.696867432,6.857778,6.648
Magoh,-0.696498698,9.716667,9.507
Cdk11b,-0.696066847,9.232037,9.0225
Fam101b,-0.695452291,4.036852,3.8275
Idua,-0.695113454,6.865,6.65575
Ckmt1,-0.695083557,3.305741,3.0965
Med13l,-0.694774617,7.843148,7.634
Gm766,-0.694189958,3.627222,3.41825
Arv1,-0.694067047,4.255185,4.04625
Ltf,-0.693422592,3.975741,3.767
Anxa1,-0.693113653,5.723148,5.5145
Magi1,-0.692715022,8.297778,8.08925
Map3k2,-0.69086803,7.807222,7.59925
Mdn1,-0.690469398,7.096852,6.889
Ints10,-0.690253473,7.202037,6.99425
Aim1,-0.689914636,8.140185,7.9325
Ascc3,-0.689668814,8.021111,7.8135
Insr,-0.689499395,13.19556,12.988
Abi2,-0.688070966,5.40963,5.2025
B3gnt5,-0.688037747,4.96537,4.75825
Parl,-0.687938089,10.31759,10.1105
Pdcl3,-0.686901648,8.152778,7.946
Ncrna00085,-0.686808634,3.515,3.30825
Ipw,-0.685978152,6.245,6.0385
Gm5481,-0.685915035,6.451481,6.245
Fnta,-0.685885138,8.492222,8.28575
Melk,-0.685792124,3.899444,3.693
Ddx26b,-0.685393492,6.769074,6.56275
Adcy4,-0.685363595,4.604815,4.3985
Cadm4,-0.685270581,6.457037,6.25075
Gm3147,-0.685117772,4.580741,4.3745
Armc7,-0.684961642,5.569444,5.36325
Gm8841,-0.684915135,13.98593,13.77975
E2f8,-0.684008248,7.462407,7.2565
Hnf4g,-0.683393692,4.467222,4.2615
Mrps9,-0.68327078,7.570185,7.3645
Ctla2b,-0.683240883,5.895926,5.69025
Gm14345,-0.683054855,4.19537,3.98975
Mll3,-0.683054855,8.88037,8.67475
Akap13,-0.682965163,8.097593,7.892
Cyp2c66,-0.682809032,5.056296,4.85075
Gm5819,-0.682194475,6.981111,6.77575
Hist2h2aa1,-0.681759303,12.99148,12.78625
Hist2h2aa2,-0.681759303,12.99148,12.78625
Ing2,-0.681118171,8.357037,8.152
Plec,-0.681118171,7.732037,7.527
Pgk1,-0.680364093,13.51981,13.315
Iqcb1,-0.680317586,5.576296,5.3715
Olfr352,-0.680071763,3.707222,3.5025
Plau,-0.679948852,5.255185,5.0505
Chd6,-0.679397412,7.558519,7.354
Crcp,-0.679181487,8.658704,8.45425
Npc2,-0.678779533,9.303333,9.099
Hist1h2bp,-0.678719739,6.474815,6.2705
Gm3127,-0.678656622,5.071296,4.867
Hrh2,-0.678626725,3.852037,3.64775
Hnrnpul2,-0.678437375,10.11148,9.90725
Btbd1,-0.677474016,11.60944,11.4055
Cdc20,-0.677334495,3.623148,3.41925
Guca2a,-0.676842849,4.305,4.10125
Prdm15,-0.676842849,4.21,4.00625
Gm3633,-0.676165176,6.301296,6.09775
Nkap,-0.675550619,5.591111,5.38775
Gm21699,-0.675457605,4.413333,4.21
Olfr215,-0.675427708,4.439074,4.23575
Gcat,-0.675181885,9.815,9.61175
Psg17,-0.67469024,4.546852,4.34375
Cst7,-0.674504212,4.191296,3.98825
Hist2h2bb,-0.674228492,7.942963,7.74
Agtr1a,-0.673985991,13.67389,13.471
Ccdc50,-0.673427907,9.692222,9.4895
Dnajc17,-0.673182085,5.613148,5.4105
Mthfd1,-0.672325027,11.30389,11.1015
Nup153,-0.671766943,9.467222,9.265
Eea1,-0.670999578,9.090741,8.88875
Eif2ak4,-0.670966359,6.961481,6.7595
Gm15800,-0.670966359,7.561481,7.3595
Med12,-0.670507932,8.282593,8.08075
Mtmr12,-0.670414918,6.694815,6.493
Arl5c,-0.670076082,4.902963,4.70125
Olfr58,-0.669554539,3.930556,3.729
Fbxl12,-0.669338614,5.140741,4.93925
Acap2,-0.6692456,9.057963,8.8565
Ap1g2,-0.669215702,5.953704,5.75225
Rabggtb,-0.668724057,9.875556,9.67425
Gm6812,-0.668076281,6.061111,5.86
Olfr821,-0.667707547,4.15,3.949
Nfatc2ip,-0.667614533,5.522222,5.32125
Olfr878,-0.667491622,4.515185,4.31425
Cyp2s1,-0.667461724,5.050926,4.85
Plagl2,-0.667215902,7.206852,7.006
Ace,-0.667029874,4.741296,4.5405
Mrgbp,-0.666232611,5.195556,4.995
Gal3st1,-0.666199392,4.906296,4.70575
Esp4,-0.665983466,5.081481,4.881
Lrch1,-0.66580076,8.340926,8.1405
Kdm3b,-0.665614732,6.99037,6.79
Ankle2,-0.665584835,8.271111,8.07075
Klrb1f,-0.665491821,4.113333,3.913
Gm14327,-0.665415417,13.09981,12.8995
Fam50a,-0.665186204,8.580741,8.3805
Mad2l1,-0.665186204,7.580741,7.3805
Gimap7,-0.665123087,3.922222,3.722
Pbrm1,-0.664724456,9.041852,8.84175
Adamts3,-0.664631442,3.299074,3.099
Flnb,-0.664109899,9.736667,9.53675
Drosha,-0.663093389,8.256111,8.0565
Gm4181,-0.662787772,3.838519,3.639
Gys1,-0.661864276,6.820741,6.6215
Phf16,-0.661585234,7.297407,7.09825
BC018242,-0.661555336,5.483148,5.284
Osbp,-0.661249719,9.140556,8.9415
Neil3,-0.661063691,5.85,5.651
Myo1d,-0.660787971,8.256667,8.05775
Mib1,-0.660764717,10.45741,10.2585
Myo5a,-0.660724854,5.698148,5.49925
Ppp1ca,-0.660724854,9.738148,9.53925
Gm10330,-0.660326223,4.822778,4.624
Bbs2,-0.660170092,5.501481,5.30275
Alox15,-0.660017284,5.040185,4.8415
Ppm1d,-0.660017284,6.495185,6.2965
Gm4695,-0.65992427,4.762407,4.56375
Eid2,-0.659741564,3.861852,3.66325
Olfr952,-0.658940979,3.841111,3.64275
Peli3,-0.658635361,4.648519,4.45025
Olfr389,-0.658602142,4.129259,3.931
Gm9975,-0.658326422,4.360926,4.16275
Herc2,-0.658233408,7.428148,7.23
Brwd1,-0.658110497,6.366111,6.168
Hira,-0.658017483,7.568333,7.37025
Mprip,-0.657974298,11.45407,11.256
Arsj,-0.657648749,4.562222,4.36425
Eif3a,-0.657004295,9.287778,9.09
Ndst2,-0.656542547,7.913889,7.71625
Gnptab,-0.656419635,6.881852,6.68425
Gm5978,-0.656389738,9.937593,9.74
Dst,-0.655864873,5.595185,5.39775
Dock10,-0.655771859,6.397407,6.2
Dusp11,-0.655712065,9.913889,9.7165
Cbl,-0.655559256,7.137593,6.94025
Mcmbp,-0.6551872,9.121481,8.92425
Olfr943,-0.6551872,4.556481,4.35925
Mmp3,-0.655127405,4.467963,4.27075
Gm16486,-0.654144115,4.601667,4.40475
Gm6531,-0.654110895,5.092407,4.8955
Csk,-0.654021203,10.13963,9.94275
Dicer1,-0.653313633,8.111667,7.915
Kcnq1ot1,-0.653190721,4.85963,4.663
Capn10,-0.652788768,7.614259,7.41775
Msi2,-0.652665857,8.887222,8.69075
Fancm,-0.652635959,5.802963,5.6065
Fgd5,-0.652360239,4.67963,4.48325
Fmo4,-0.651343729,8.624074,8.428
Birc5,-0.651250715,5.211296,5.01525
Cdc42se2,-0.651220818,7.237037,7.041
Gfpt1,-0.651161023,7.788519,7.5925
Ly6g6f,-0.651127804,4.239259,4.04325
Gm7980,-0.650297322,4.829259,4.6335
Hnrnpul1,-0.650267425,11.735,11.53925
Ntng2,-0.650081397,5.384444,5.18875
Anxa10,-0.649958485,3.637407,3.44175
Mast4,-0.649958485,7.447407,7.25175
Itga4,-0.649559854,7.422037,7.2265
Btbd11,-0.649284134,4.658704,4.46325
Clec4a4,-0.648759269,4.596296,4.401
Ctps,-0.648543344,5.086481,4.89125
Khsrp,-0.64731423,9.656111,9.46125
Gm14440,-0.647045154,13.64278,13.448
Olfr490,-0.646915599,3.280741,3.086
Klf11,-0.646729571,5.830185,5.6355
Klhl11,-0.646115014,5.46,5.2655
Defa5,-0.645869192,5.285926,5.0915
Cd3g,-0.645530355,4.654074,4.45975
Bcl7c,-0.645347649,6.248519,6.05425
Irak2,-0.645221416,7.486481,7.29225
GLCCI1,-0.644975593,7.887407,7.69325
Mri1,-0.64476299,7.302593,7.1085
Oaz1,-0.644753024,15.95759,15.7635
Esrrg,-0.644517167,6.338519,6.1445
Gm765,-0.644390934,4.976481,4.7825
Kif2c,-0.643899288,6.058333,5.8645
Arrb2,-0.64343754,7.609444,7.41575
Malt1,-0.643407643,6.225185,6.0315
Gm17374,-0.643025621,16.44407,16.2505
Net1,-0.642394455,11.72963,11.53625
Pak1,-0.642301441,5.996852,5.8035
Gm20865.3,-0.64186959,3.982222,3.789
Gm16434,-0.641407842,6.013333,5.82025
Hmgb1,-0.641165342,14.69426,14.50125
Atp1b3,-0.640394654,9.927778,9.735
Psmd11,-0.640035886,11.90167,11.709
Kctd18,-0.639839892,4.986111,4.7935
Ajuba,-0.639809995,5.441852,5.24925
Dtl,-0.639809995,4.141852,3.94925
Fgd3,-0.639716981,4.659074,4.4665
Amz2,-0.639637255,10.9313,10.73875
Braf,-0.63959407,9.677037,9.4845
Ptpn14,-0.639195438,5.076667,4.88425
Igsf1,-0.638916396,4.438333,4.246
Ptk2,-0.638826704,8.865556,8.67325
Gm6988,-0.638673896,10.67926,10.487
Rac2,-0.638364956,7.836667,7.6445
Gm20737,-0.637963003,4.406296,4.21425
Kctd17,-0.637903208,6.737778,6.54575
Cnrip1,-0.63771718,6.372222,6.18025
Ccdc12,-0.637687283,6.492963,6.301
Cd209f,-0.637102624,4.642037,4.45025
Man1a2,-0.636949815,9.270741,9.079
Ash1l,-0.636581081,9.84963,9.658
Cnnm4,-0.636458169,5.252593,5.061
Ms4a4b,-0.636365155,5.824815,5.63325
Gm10472,-0.63614923,3.48,3.2885
Gm1993,-0.63587351,4.406667,4.21525
Nufip1,-0.635381865,9.113519,8.92225
Cdkn2d,-0.634365355,5.897963,5.707
BC055324,-0.634272341,4.475185,4.28425
Plscr3,-0.634212546,7.321667,7.13075
Mtmr6,-0.634179327,8.917407,8.7265
Golga2,-0.634023196,11.03111,10.84025
Gpm6b,-0.633780695,6.102037,5.91125
Baz2a,-0.633594667,7.951481,7.76075
Pom121,-0.633504975,7.793704,7.603
Anapc1,-0.633318947,8.388148,8.1975
Ccdc41,-0.63328905,6.648889,6.45825
Heph,-0.632857199,5.209259,5.01875
Mcm6,-0.632764185,5.676481,5.486
Erv3,-0.632182848,4.165556,3.97525
Abcc2,-0.632096478,14.28278,14.0925
Gm715,-0.631966923,3.965741,3.7755
Olfr947.ps1,-0.631598189,4.36463,4.1745
Gm10715,-0.631505175,7.451852,7.26175
Cyp51,-0.631465312,12.93759,12.7475
Gm2777,-0.630797604,4.288889,4.099
Gm6483,-0.63063483,10.70259,10.51275
Nsmce4a,-0.630149828,7.594444,7.40475
Hnrnpf,-0.63013654,14.24444,14.05475
Kif18a,-0.629937225,3.59463,3.405
Pglyrp3,-0.629658183,4.021296,3.83175
Cdkn3,-0.629442257,4.496481,4.307
Mtf2,-0.628611775,7.026481,6.83725
Gpr171,-0.628306158,4.833889,4.64475
Irf8,-0.628030438,5.675556,5.4865
Lnk,-0.627907527,6.668519,6.4795
Mvp,-0.627475676,7.613889,7.425
Atp1a3,-0.627412559,4.27537,4.0865
Nbeal2,-0.627322867,6.342593,6.15375
Aldh1l1,-0.627246463,14.84407,14.65525
Gm21900,-0.627199956,4.210556,4.02175
Pde2a,-0.627106942,7.982778,7.794
Adnp2,-0.626984031,5.815741,5.627
Grk4,-0.626861119,5.873704,5.685
Patl1,-0.626798003,9.305185,9.1165
Epb41l4a,-0.626768105,6.240926,6.05225
Lctl,-0.626030637,5.453704,5.26525
Fam13a,-0.625937623,8.810926,8.6225
Ankrd13d,-0.625844609,4.808148,4.61975
Gm10326,-0.625628684,3.853333,3.665
Cd96,-0.625475875,5.767037,5.57875
Col1a2,-0.625352964,6.025,5.83675
Mtmr9,-0.625230053,8.327963,8.13975
Ccdc45,-0.625014127,5.398148,5.21
Jmjd1c,-0.624954332,9.21463,9.0265
Odf4,-0.624522482,3.56,3.372
Gm14345.1,-0.62439957,3.997963,3.81
Cybb,-0.624190289,11.56315,11.37525
Ly6a,-0.623539191,9.943704,9.756
Mitf,-0.62341628,5.871667,5.684
Ctnnd1,-0.623260149,8.90037,8.71275
Ap1s3,-0.623014326,4.846296,4.65875
Ltb,-0.622891415,4.649259,4.46175
Hbp1,-0.622064255,11.96926,11.782
Atn1,-0.622060933,7.354259,7.167
Ip6k1,-0.621967919,8.641481,8.45425
Ccl1,-0.621785213,4.660926,4.47375
Leprot,-0.620463086,9.567778,9.381
Ercc3,-0.620370072,8.32,8.13325
Gfral,-0.619908324,5.576111,5.3895
Ap3b1,-0.619672467,10.37204,10.1855
Dkk2,-0.619662501,3.897037,3.7105
Rapgef1,-0.61926387,8.036667,7.85025
Abcf1,-0.619140958,6.75463,6.56825
Prl2c2,-0.61895493,3.834074,3.64775
Magea4,-0.61852308,4.034444,3.84825
Kars,-0.618370271,9.923148,9.737
Dennd1a,-0.618094551,8.054815,7.86875
LOC675046,-0.61797164,4.387778,4.20175
Nsmce2,-0.61797164,8.807778,8.62175
Ptprc,-0.617878626,9.705,9.519
Gm17495,-0.617815509,4.076481,3.8905
Dock2,-0.617446775,6.87037,6.6845
Irf4,-0.617416878,4.661111,4.47525
Ppp1r3a,-0.61738698,4.906852,4.721
Msl1,-0.616985027,8.421481,8.23575
Arl2bp,-0.616925232,6.927963,6.74225
Gpr157,-0.616925232,5.342963,5.15725
BC016423,-0.616832218,9.105185,8.9195
Kdm1a,-0.616739204,7.182407,6.99675
Ampd3,-0.61637047,6.596296,6.41075
Hacl1,-0.616118004,14.98222,14.79675
Ckap5,-0.61609475,7.757963,7.5725
Mlf1ip,-0.616031634,6.809444,6.624
Lix1l,-0.615848928,5.003889,4.8185
Pygb,-0.615539988,5.571296,5.386
Nudt17,-0.615510091,3.797037,3.61175
Ptprs,-0.615324063,8.031481,7.84625
Mterf,-0.614649712,6.702778,6.51775
Ehf,-0.614619814,4.958519,4.7735
Gm17732,-0.614340772,4.200185,4.01525
Ankrd26,-0.614217861,6.083148,5.89825
Adora3,-0.614124847,3.67537,3.4905
Cox4i2,-0.614065052,5.031852,4.847
Efr3a,-0.614065052,4.836852,4.652
Ero1l,-0.614065052,8.481852,8.297
Atad2,-0.614035155,5.242593,5.05775
Mertk,-0.613726216,8.14,7.95525
Ppp1r9b,-0.613663099,6.811481,6.62675
Mpv17l,-0.613417276,8.357407,8.17275
Mgst2,-0.613171454,4.998333,4.81375
Abi3bp,-0.612742925,7.398704,7.21425
Bms1,-0.61221806,8.571296,8.387
Kntc1,-0.612158265,4.012778,3.8285
Gm14403,-0.61213169,10.20852,10.02425
Phyhip,-0.612035354,5.185741,5.0015
Ppil2,-0.611766278,10.16741,9.98325
Kif2a,-0.611420797,7.660556,7.4765
Gm4894,-0.611141755,4.567222,4.38325
Gkap1,-0.610866035,9.033889,8.85
Dab2,-0.610836138,8.48963,8.30575
Rae1,-0.610802919,10.94037,10.7565
Gm19668,-0.610341171,4.331481,4.14775
Alx1,-0.610128567,4.956667,4.773
Fam18a,-0.609912642,4.616852,4.43325
Ccnyl1,-0.609882745,6.187593,6.004
Fmnl1,-0.609264866,4.782407,4.599
Eif3c,-0.609141955,12.81537,12.632
Cftr,-0.609112057,5.186111,5.00275
Gpatch2l,-0.608959249,6.329815,6.1465
Cnot6l,-0.608743323,9.915,9.73175
GNL2,-0.608743323,10.41,10.22675
Mll2,-0.608035753,5.917037,5.734
Pcnxl3,-0.608035753,6.777037,6.594
Nmd3,-0.607667019,7.440926,7.258
Elk4,-0.607544107,9.888889,9.706
Phf21a,-0.607268387,6.530556,6.34775
Ccdc132,-0.606683728,5.84463,5.662
Fbxo44,-0.606437905,5.055556,4.873
Mocos,-0.605820027,8.48037,8.298
Gm6314,-0.605637321,3.949815,3.7675
Axin1,-0.605451293,7.244259,7.062
Grk5,-0.604404885,6.444444,6.2625
Ank3,-0.604374988,6.800185,6.61825
